latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
20.96544,86.01329,306.24,0.49,0.4,2026-09-17,2021,N,nominal,2.0NRT,287.52,1.49,N
20.96262,86.00786,327.65,0.49,0.4,2026-09-17,2021,N,nominal,2.0NRT,287.65,4.62,N
20.95209,86.04438,321.14,0.49,0.4,2026-09-17,2021,N,nominal,2.0NRT,288.89,3.4,N
20.95123,86.04911,312.93,0.49,0.4,2026-09-17,2021,N,nominal,2.0NRT,289.59,2.53,N
21.6216,81.79366,306.43,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,288.66,1.06,N
21.57584,82.0214,308.71,0.38,0.36,2026-09-17,2021,N,nominal,2.0NRT,288.44,0.95,N
20.97679,85.17021,321.55,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,288.17,1.97,N
20.97919,85.1354,313.75,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,288,2.41,N
20.9725,85.17376,306.76,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,287.91,1.97,N
20.97176,85.178,308.07,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,287.42,0.87,N
20.96897,85.17303,338.81,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,288.7,2.46,N
20.96822,85.17728,311.77,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,286.42,1.16,N
20.96319,85.18513,324.11,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,288.13,3.7,N
20.96243,85.18944,332.24,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,289.71,3.7,N
20.9684,85.15527,300.53,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,283.03,0.47,N
20.96617,85.16805,311.08,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,287.61,2.46,N
20.96543,85.17232,308.7,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,286.76,2.46,N
20.96468,85.17657,306.74,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,286.41,1.16,N
20.96394,85.18085,305.88,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,286.5,1.16,N
20.96264,85.16731,317.13,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,288.61,1.98,N
20.96189,85.17159,314.97,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,287.65,1.98,N
21.50048,81.81085,305.75,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,288.19,0.52,N
21.48636,81.77025,311.48,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,288.08,0.79,N
21.45741,81.8032,305.38,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,287.76,0.65,N
20.88592,84.98248,309.23,0.44,0.38,2026-09-17,2021,N,nominal,2.0NRT,277.37,1.3,N
20.86614,84.99158,308.62,0.44,0.38,2026-09-17,2021,N,nominal,2.0NRT,282.6,1.53,N
20.86337,84.98667,323.73,0.44,0.38,2026-09-17,2021,N,nominal,2.0NRT,285.76,2.1,N
20.80827,85.25842,314.67,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,291.11,2.37,N
20.80471,85.25769,311.72,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,287.71,2.37,N
20.79403,85.25552,330.68,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,291.07,7.72,N
21.39013,81.64706,310,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,289.83,1.17,N
20.77505,85.34147,305.13,0.46,0.39,2026-09-17,2021,N,nominal,2.0NRT,286.61,0.81,N
20.78537,85.26277,312.81,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,285.28,2.04,N
20.7846,85.2671,302.1,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,283.09,0.81,N
21.38177,81.65703,305.19,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,288.54,1.04,N
21.37833,81.6793,310.5,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,291.38,1.21,N
21.37501,81.67871,308.37,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.84,1.59,N
21.37743,81.641,307.29,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.13,1.25,N
21.37055,81.68555,309.9,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,289.93,1.93,N
21.36506,81.67696,305.68,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,288.81,0.85,N
21.34631,81.66602,312.01,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,289.57,1.51,N
21.34381,81.66635,307.15,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,289.47,1.25,N
21.37055,81.44953,306.05,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,289.6,0.43,N
21.32329,81.57885,305.13,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.36,0.49,N
21.31103,81.59196,311.6,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.59,0.83,N
21.30612,81.57966,307.31,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.83,0.24,N
21.29878,81.60506,307.41,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.49,0.82,N
20.53433,85.90583,318.79,0.49,0.4,2026-09-17,2021,N,nominal,2.0NRT,279.27,2.14,N
20.53064,85.90511,303.84,0.49,0.4,2026-09-17,2021,N,nominal,2.0NRT,279.02,1.2,N
21.19556,81.41569,329.5,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,291.78,3.16,N
21.19233,81.39217,307.74,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,292.15,1.16,N
21.189,81.39159,308.81,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,292.81,0.82,N
21.18625,81.38728,314.83,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,292.36,1.6,N
21.18568,81.39101,311.59,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,293.32,0.82,N
21.18292,81.3867,334.71,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,294,2.74,N
21.18349,81.38296,310.32,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,292.6,2.74,N
21.17959,81.38611,334.36,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,293.22,2.74,N
21.18898,81.19984,307.1,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,291.68,1.01,N
20.25925,86.60054,308.89,0.53,0.42,2026-09-17,2021,N,nominal,2.0NRT,284.13,1.61,N
21.33811,78.97135,305.49,0.46,0.39,2026-09-17,2021,N,nominal,2.0NRT,290.74,1.47,N
21.33511,78.96634,318.19,0.46,0.39,2026-09-17,2021,N,nominal,2.0NRT,291.28,2.17,N
21.24864,79.20864,309.53,0.45,0.39,2026-09-17,2021,N,nominal,2.0NRT,290.14,3.82,N
21.43239,72.97762,321.76,0.34,0.56,2026-09-17,2021,N,nominal,2.0NRT,288.68,1.98,N
21.11183,72.63544,319.84,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.3,2.02,N
21.10547,72.64535,344.2,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,290.06,7.41,N
21.1065,72.6348,304.79,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.14,2.02,N
21.10117,72.63416,347.21,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.41,6.23,N
21.11343,72.63612,310.65,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.62,1.76,N
21.10699,72.64602,340.1,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,290.47,6.14,N
21.1081,72.6355,313.63,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.45,1.76,N
21.10278,72.63486,350.06,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.59,5.74,N
21.10167,72.6454,305.38,0.36,0.57,2026-09-17,2021,N,nominal,2.0NRT,289.03,1.57,N
20.12774,79.01972,308.61,0.44,0.39,2026-09-17,2021,N,nominal,2.0NRT,287.26,1.06,N
19.961,79.33565,304.99,0.43,0.38,2026-09-17,2021,N,nominal,2.0NRT,284.5,0.47,N
19.96102,79.33298,303.05,0.43,0.38,2026-09-17,2021,N,nominal,2.0NRT,284.91,0.88,N
19.93054,79.12032,302.94,0.44,0.38,2026-09-17,2021,N,nominal,2.0NRT,281.23,0.67,N
19.10327,82.16475,296.93,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,261.98,0.17,N
19.10268,82.1684,295.79,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,262.03,0.19,N
19.09937,82.1678,297.32,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,261.65,0.19,N
19.09667,82.16798,300.37,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,263.78,0.27,N
19.10099,73.0514,301.48,0.32,0.54,2026-09-17,2021,N,nominal,2.0NRT,288.78,0.7,N
17.62322,83.19546,307.19,0.41,0.37,2026-09-17,2021,N,nominal,2.0NRT,292.83,0.64,N
17.6111,83.20508,326.48,0.41,0.37,2026-09-17,2021,N,nominal,2.0NRT,294.23,1.72,N
17.60769,83.20445,308.38,0.41,0.37,2026-09-17,2021,N,nominal,2.0NRT,293.49,1.72,N
17.60493,83.2,308.81,0.41,0.37,2026-09-17,2021,N,nominal,2.0NRT,293.27,1.38,N
17.98388,80.8305,307.38,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,291.49,1.37,N
17.95851,80.79635,314.21,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,290.52,1.03,N
17.95519,80.79579,305.44,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,289.4,1.03,N
18.61427,73.7197,318.38,0.57,0.52,2026-09-17,2021,N,nominal,2.0NRT,285.69,2.83,N
17.46283,80.65397,311.25,0.39,0.36,2026-09-17,2021,N,nominal,2.0NRT,286.5,1.18,N
16.59328,80.69549,308.15,0.39,0.36,2026-09-17,2023,N,nominal,2.0NRT,291.07,0.66,N
39.85915,98.25581,298.46,0.62,0.54,2026-09-17,2017,N,nominal,2.0NRT,283.93,0.8,N
39.84414,98.27269,308.38,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,283.36,1.39,N
39.81477,98.2833,296.64,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,285.8,1.4,N
39.81289,98.29045,297.68,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,286.43,1.4,N
39.811,98.29765,298.72,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,287.15,1.29,N
39.80911,98.30486,296.16,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,283.92,1.29,N
39.84304,98.27322,309.04,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,283.42,1.53,N
39.81379,98.28384,296.33,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,285.15,1.36,N
39.81195,98.29102,297.37,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,286.21,1.49,N
39.8101,98.29824,302.73,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,287.25,1.49,N
39.7892,98.29677,304.03,0.63,0.54,2026-09-17,2017,N,nominal,2.0NRT,284.49,1.71,N
36.59159,101.48615,296.45,0.56,0.69,2026-09-17,2017,N,nominal,2.0NRT,279.89,1.3,N
39.84179,82.8802,304.96,0.48,0.4,2026-09-17,2017,N,nominal,2.0NRT,284.1,0.88,N
39.42048,83.08284,308.96,0.47,0.4,2026-09-17,2017,N,nominal,2.0NRT,277.82,1.53,N
31.76814,70.1087,303.9,0.35,0.57,2026-09-17,2159,N,nominal,2.0NRT,288.04,0.66,N
33.75393,59.14736,317.49,0.39,0.36,2026-09-17,2159,N,nominal,2.0NRT,286.83,1.77,N
32.92434,60.23154,308.07,0.38,0.36,2026-09-17,2159,N,nominal,2.0NRT,289.28,0.75,N
32.63586,59.75885,297.05,0.38,0.36,2026-09-17,2159,N,nominal,2.0NRT,283.84,0.77,N
33.04239,56.84696,310.98,0.44,0.38,2026-09-17,2159,N,nominal,2.0NRT,294.84,2.06,N
32.33487,54.08945,301.63,0.57,0.43,2026-09-17,2159,N,nominal,2.0NRT,288.67,0.77,N
31.94103,54.04003,306.37,0.57,0.43,2026-09-17,2159,N,nominal,2.0NRT,293.55,2.08,N
31.92698,54.05635,311.49,0.57,0.43,2026-09-17,2159,N,nominal,2.0NRT,294.95,2.27,N
31.84841,54.28653,317.77,0.55,0.43,2026-09-17,2159,N,nominal,2.0NRT,295.62,2.68,N
30.96919,56.4506,303.03,0.44,0.38,2026-09-17,2159,N,nominal,2.0NRT,291.66,1.17,N
30.15452,60.73578,308.72,0.4,0.37,2026-09-17,2201,N,nominal,2.0NRT,294.58,0.8,N
30.75702,56.66001,307.28,0.43,0.38,2026-09-17,2201,N,nominal,2.0NRT,292.46,1.43,N
30.75355,56.65934,303.03,0.43,0.38,2026-09-17,2201,N,nominal,2.0NRT,291.51,1.43,N
30.66515,56.62265,313.82,0.43,0.38,2026-09-17,2201,N,nominal,2.0NRT,289.23,0.87,N
30.73339,55.38636,303.24,0.48,0.4,2026-09-17,2201,N,nominal,2.0NRT,289.73,0.88,N
30.73395,55.38873,301.8,0.48,0.4,2026-09-17,2201,N,nominal,2.0NRT,289.95,0.39,N
28.04034,69.67474,326.39,0.4,0.6,2026-09-17,2201,N,nominal,2.0NRT,292.83,2.46,N
30.49039,56.82155,301.5,0.42,0.38,2026-09-17,2201,N,nominal,2.0NRT,290.52,1.17,N
30.36592,57.11397,301.39,0.41,0.37,2026-09-17,2201,N,nominal,2.0NRT,288.88,0.59,N
30.35821,56.94543,297.12,0.41,0.37,2026-09-17,2201,N,nominal,2.0NRT,286.12,0.56,N
30.36967,56.12639,304.6,0.44,0.38,2026-09-17,2201,N,nominal,2.0NRT,291.15,0.8,N
30.3793,55.86179,304.92,0.45,0.39,2026-09-17,2201,N,nominal,2.0NRT,289.23,0.82,N
30.23441,56.9065,311.06,0.42,0.37,2026-09-17,2201,N,nominal,2.0NRT,290.36,1.57,N
30.23381,56.9108,308.47,0.42,0.37,2026-09-17,2201,N,nominal,2.0NRT,288.61,1.57,N
30.32388,56.22591,306.68,0.44,0.38,2026-09-17,2201,N,nominal,2.0NRT,289.66,1.26,N
30.19164,57.16093,299.43,0.41,0.37,2026-09-17,2201,N,nominal,2.0NRT,285.69,0.46,N
30.21704,55.98257,302.62,0.45,0.39,2026-09-17,2201,N,nominal,2.0NRT,290.59,0.9,N
29.47706,60.80872,307.25,0.4,0.37,2026-09-17,2201,N,nominal,2.0NRT,288.97,0.81,N
29.94924,56.73208,312.46,0.42,0.38,2026-09-17,2201,N,nominal,2.0NRT,288.55,1.36,N
29.92805,56.73239,318.92,0.42,0.38,2026-09-17,2201,N,nominal,2.0NRT,291.76,2.38,N
30.08305,55.40034,310.48,0.47,0.4,2026-09-17,2201,N,nominal,2.0NRT,289.75,2.49,N
30.08324,55.39837,311.85,0.47,0.4,2026-09-17,2201,N,nominal,2.0NRT,290.41,1.83,N
29.99301,55.85658,297.2,0.45,0.39,2026-09-17,2201,N,nominal,2.0NRT,286.74,0.57,N
29.98946,55.85592,339.64,0.45,0.39,2026-09-17,2201,N,nominal,2.0NRT,291.64,20.49,N
39.85478,66.20002,299.55,0.46,0.39,2026-09-17,2157,N,nominal,2.0NRT,288.36,1.17,N
39.17712,68.61529,297.92,0.4,0.44,2026-09-17,2157,N,nominal,2.0NRT,279.92,0.54,N
39.20289,66.83704,302.48,0.5,0.41,2026-09-17,2157,N,nominal,2.0NRT,290.67,1.16,N
39.70856,63.59563,341.61,0.39,0.37,2026-09-17,2157,N,nominal,2.0NRT,291.48,5.69,N
39.70777,63.60017,327.03,0.39,0.37,2026-09-17,2157,N,nominal,2.0NRT,290.93,2.52,N
39.9766,61.68373,298.49,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.38,0.31,N
39.18445,65.31483,303.55,0.44,0.38,2026-09-17,2157,N,nominal,2.0NRT,287.09,0.68,N
39.18099,65.31374,299.94,0.44,0.38,2026-09-17,2157,N,nominal,2.0NRT,287.02,0.58,N
39.32879,64.38569,343.15,0.41,0.37,2026-09-17,2157,N,nominal,2.0NRT,294.41,6.76,N
38.32573,68.98894,302.19,0.43,0.46,2026-09-17,2157,N,nominal,2.0NRT,290.84,0.82,N
39.30589,62.97406,308.02,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,289.38,0.93,N
39.27295,63.12871,301.74,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.11,0.44,N
39.28324,63.04725,311.16,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.3,1.16,N
39.25188,63.21206,298.86,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.35,0.73,N
39.25112,63.21655,298.73,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.07,0.36,N
39.24858,63.21113,304.73,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.56,0.73,N
39.25137,63.1743,301.13,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.49,0.91,N
39.17829,63.57941,302.96,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.32,0.63,N
39.18599,63.34623,303.33,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.65,0.47,N
39.20104,63.23728,300.66,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.31,0.37,N
39.19341,63.28222,297.63,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.54,0.5,N
39.18114,63.35431,305.14,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.56,1.05,N
39.1972,63.19857,312.81,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.46,1.12,N
39.19568,63.20754,298.23,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.46,0.46,N
39.18501,63.27043,300.78,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.67,0.6,N
30.00072,55.19872,298.57,0.48,0.4,2026-09-17,2201,N,nominal,2.0NRT,288.4,1.27,N
39.17888,63.30643,301.35,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.78,0.46,N
39.17202,63.28562,303.9,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.85,1.12,N
39.17125,63.29012,299.87,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.54,0.3,N
39.15332,63.37479,300.99,0.39,0.37,2026-09-17,2157,N,nominal,2.0NRT,285.76,0.32,N
39.17075,63.25229,304.3,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.36,1.52,N
39.16999,63.25678,317.41,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,289.04,1.52,N
39.16922,63.26127,297.22,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.92,0.58,N
39.16591,63.26035,303.16,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.66,0.58,N
39.15594,63.31883,316.58,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.59,1.53,N
39.13562,63.41712,299.93,0.39,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.76,0.74,N
39.12785,63.46232,297.2,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.42,0.4,N
39.12822,63.41975,321.37,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,287.94,1.08,N
39.1269,63.30592,299.09,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.42,0.47,N
39.11486,63.33558,304.44,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.63,0.91,N
39.0876,63.49362,299.54,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286,0.39,N
39.09367,63.4384,301.26,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,287.41,0.66,N
39.08663,63.47909,311.55,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.24,0.75,N
39.03713,63.60305,296.95,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.82,0.68,N
38.94236,64.13637,300.74,0.41,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.75,0.98,N
39.01486,63.70446,297.19,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,284.35,0.67,N
39.05627,63.44447,297.84,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.09,0.54,N
39.00508,63.53919,300.73,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.89,0.47,N
38.98642,63.5863,299.4,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,287.26,0.46,N
38.97453,63.65455,301.04,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,285.8,0.45,N
38.5492,65.95,300.99,0.47,0.4,2026-09-17,2157,N,nominal,2.0NRT,289.42,0.56,N
38.97152,63.59158,305.3,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.91,0.67,N
38.97538,63.46895,314.77,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,289.2,1.86,N
38.91131,63.79479,302.7,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,285.4,0.78,N
38.87625,63.77309,297.17,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,284.29,0.18,N
38.87143,63.8006,297.38,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,286.17,0.37,N
38.84013,63.87848,298.86,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,285.14,0.53,N
38.83647,63.81944,305.86,0.4,0.37,2026-09-17,2157,N,nominal,2.0NRT,287.04,1.03,N
38.456,65.80752,300.67,0.47,0.39,2026-09-17,2157,N,nominal,2.0NRT,289.13,0.87,N
38.35196,66.31351,299.19,0.49,0.4,2026-09-17,2157,N,nominal,2.0NRT,288.61,0.68,N
38.7842,63.91557,296.06,0.41,0.37,2026-09-17,2157,N,nominal,2.0NRT,285.24,0.37,N
38.04978,67.26695,328.79,0.54,0.42,2026-09-17,2157,N,nominal,2.0NRT,289.04,2.49,N
38.65203,63.98192,312.13,0.41,0.37,2026-09-17,2157,N,nominal,2.0NRT,287.36,1.12,N
38.40148,64.41176,301.53,0.42,0.38,2026-09-17,2157,N,nominal,2.0NRT,285.39,0.75,N
38.28696,64.38112,299.17,0.42,0.38,2026-09-17,2157,N,nominal,2.0NRT,285.75,0.59,N
38.20918,64.74283,296.58,0.43,0.38,2026-09-17,2157,N,nominal,2.0NRT,285.99,0.4,N
38.24743,64.43961,296.89,0.42,0.38,2026-09-17,2157,N,nominal,2.0NRT,286.41,0.48,N
38.16745,64.59067,296.93,0.43,0.38,2026-09-17,2157,N,nominal,2.0NRT,285.75,0.53,N
38.16314,64.59446,297.07,0.43,0.38,2026-09-17,2157,N,nominal,2.0NRT,286.29,0.55,N
38.06179,65.09736,297.96,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,287.31,0.51,N
38.11917,64.71402,306.8,0.43,0.38,2026-09-17,2157,N,nominal,2.0NRT,287.09,0.86,N
38.08992,64.87029,300.82,0.44,0.38,2026-09-17,2157,N,nominal,2.0NRT,286.15,0.56,N
38.05754,64.88651,299,0.44,0.38,2026-09-17,2157,N,nominal,2.0NRT,288.13,0.53,N
38.03148,64.94637,299.2,0.44,0.38,2026-09-17,2157,N,nominal,2.0NRT,286.68,0.46,N
37.88797,65.0852,296.83,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,286.72,0.56,N
37.88701,65.09021,299.72,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,286.67,0.56,N
37.88845,65.08801,311.17,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,287.61,1.13,N
37.83083,65.17683,310.33,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,288.22,1.04,N
37.82476,65.16964,297.05,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,286.97,0.44,N
37.78873,65.35766,301.62,0.46,0.39,2026-09-17,2157,N,nominal,2.0NRT,287.05,0.58,N
37.81836,65.18372,302.78,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,287.74,0.32,N
29.7023,55.53158,311.16,0.46,0.39,2026-09-17,2201,N,nominal,2.0NRT,290.99,1.75,N
37.76676,65.43253,298.72,0.46,0.39,2026-09-17,2157,N,nominal,2.0NRT,288.59,0.59,N
37.80236,65.18954,306.82,0.45,0.39,2026-09-17,2157,N,nominal,2.0NRT,287.74,1.08,N
37.66309,65.28539,297.55,0.46,0.39,2026-09-17,2157,N,nominal,2.0NRT,287.26,0.67,N
37.96014,62.66705,321.58,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.6,1.39,N
37.99099,61.88008,322.83,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.18,1.77,N
37.987,61.88358,305.3,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.46,0.9,N
37.98372,61.88274,303.72,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.22,0.9,N
37.90551,61.98457,297.9,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,284.86,0.34,N
37.79763,62.55214,330.92,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,290.54,3.04,N
37.79635,62.54877,322.49,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,284.32,1.58,N
37.78791,62.53736,341.25,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.65,4.33,N
37.78277,62.52682,308.84,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,285.85,1.17,N
37.77755,62.10218,310.51,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.51,1.26,N
37.84444,61.60477,313.62,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.25,1.16,N
37.77579,62.0293,310.51,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,285.85,1.13,N
37.74257,62.13134,320.57,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.95,0.97,N
37.74194,62.07232,312.81,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,285.77,1.1,N
37.7278,62.09579,326.24,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,289.7,2.32,N
38.25644,58.39025,316.55,0.43,0.38,2026-09-17,2157,N,nominal,2.0NRT,295.62,2.15,N
37.75023,61.85309,311.24,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.41,1.07,N
37.74833,61.84367,299.62,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.96,0.87,N
37.79729,61.49576,306.94,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,288.51,0.81,N
37.794,61.49493,299.08,0.38,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.19,0.81,N
37.66978,62.23927,321.56,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.27,1.48,N
37.67051,62.23493,305.24,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,285.57,1.22,N
38.68225,54.31322,309.21,0.44,0.46,2026-09-17,2157,N,nominal,2.0NRT,293.32,1.13,N
38.68179,54.31834,308.25,0.44,0.46,2026-09-17,2157,N,nominal,2.0NRT,293.32,1.13,N
37.66246,62.2419,306.73,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,287.56,0.98,N
37.65917,62.24104,301.68,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,285.8,0.98,N
37.65845,62.24538,306.52,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,285.04,0.4,N
37.65516,62.24453,298.67,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,284.44,0.49,N
37.63786,62.20371,321.97,0.39,0.36,2026-09-17,2157,N,nominal,2.0NRT,286.02,2.07,N
